,Brasil,Acre,Amapá,Amazonas,Pará,Rondônia,Roraima,Tocantins,Norte,Alagoas,Bahia,Ceará,Maranhão,Paraíba,Pernambuco,Piauí,Rio Grande do Norte,Sergipe,Nordeste,Espirito Santo,Minas Gerais,Rio de Janeiro,São Paulo,Sudeste,Paraná,Rio Grande do Sul,Santa Catarina,Sul,Distrito Federal,Goiás,Mato Grosso,Mato Grosso do Sul,Centro-Oeste
,BR,AC,AP,AM,PA,RO,RR,TO,(N),AL,BA,CE,MA,PB,PE,PI,RN,SE,(NE),ES,MG,RJ,SP,(SE),PR,RS,SC,(S),DF,GO,MT,MS,(CO)
13/4,105,1,0,9,2,0,0,0,12,0,1,17,3,0,17,1,2,0,41,5,3,18,20,46,1,0,0,1,1,1,1,2,5
14/4,204,0,1,19,4,0,0,0,24,1,0,16,5,3,13,0,1,0,39,3,4,36,87,130,5,2,2,9,2,0,0,0,2
15/4,204,0,1,16,2,0,0,1,20,1,5,9,2,5,28,0,1,0,51,1,3,41,83,128,2,1,2,5,0,0,0,0,0
16/4,188,2,2,18,3,1,0,0,26,0,3,8,3,3,17,0,1,0,35,4,3,35,75,117,3,0,1,4,3,1,1,1,6
17/4,217,0,1,21,2,0,0,0,24,2,6,25,3,2,26,0,3,0,67,3,2,41,75,121,1,3,1,5,0,0,0,0,0
18/4,206,0,0,16,7,0,0,0,23,0,1,27,4,0,19,1,1,1,54,3,4,46,63,116,4,2,1,7,4,2,0,0,6
19/4,115,1,1,21,1,1,0,0,25,8,8,10,4,3,11,1,1,0,46,2,0,15,24,41,2,0,1,3,0,0,0,0,0
20/4,113,2,2,3,1,0,0,0,8,3,1,12,6,3,18,2,2,0,47,3,2,20,22,47,3,3,3,9,0,1,1,0,2
21/4,166,0,0,8,3,0,0,0,11,1,1,17,6,1,26,2,1,0,55,1,3,39,56,99,0,0,0,0,0,0,0,1,1
22/4,165,0,1,14,5,1,0,0,21,1,3,18,6,6,22,1,1,2,60,0,3,29,41,73,6,0,2,8,1,2,0,0,3
23/4,407,2,2,27,10,0,0,1,42,2,9,33,10,1,30,0,5,1,91,8,4,40,211,263,3,2,2,7,0,2,1,1,4
24/4,357,1,2,21,22,0,0,0,46,5,5,18,12,4,40,1,4,0,89,0,3,40,167,210,4,2,3,9,1,1,1,0,3
25/4,346,0,1,32,11,2,0,0,46,2,6,26,12,2,29,1,2,1,81,5,4,45,155,209,5,3,0,8,0,1,1,0,2
26/4,189,0,2,17,14,3,1,0,37,3,3,17,12,3,34,1,4,0,77,4,3,30,33,70,3,1,0,4,1,0,0,0,1
27/4,338,3,5,16,14,0,0,0,38,2,3,63,13,1,35,2,1,1,121,6,1,32,125,164,3,7,1,11,0,1,1,2,4
28/4,474,2,2,31,15,1,2,0,53,2,10,13,20,3,58,1,3,1,111,7,9,61,224,301,2,3,1,6,1,1,1,0,3
29/4,449,1,3,29,8,4,0,1,46,5,10,38,21,5,30,3,5,1,118,12,9,56,198,275,5,5,0,10,0,0,0,0,0
30/4,435,2,3,45,71,1,1,0,123,6,8,41,18,4,27,0,3,0,107,7,2,60,128,197,1,1,2,4,2,2,0,0,4
1/5,428,0,3,51,27,2,1,0,84,6,13,23,20,5,38,0,0,2,107,13,6,67,136,222,6,7,2,15,0,0,0,0,0
2/5,421,3,3,25,38,5,1,1,76,5,6,133,20,7,25,2,3,0,201,7,0,50,75,132,1,4,4,9,1,1,1,0,3
3/5,275,2,3,47,36,1,2,0,91,6,0,25,13,2,24,2,2,0,74,11,1,48,41,101,3,3,0,6,2,0,0,1,3
4/5,296,4,6,36,21,1,0,2,70,8,18,49,12,3,39,0,1,3,133,8,1,46,27,82,1,9,0,10,0,0,1,0,1
5/5,600,1,6,65,39,4,0,1,116,8,5,83,22,6,58,1,6,4,193,11,4,58,197,270,5,5,3,13,0,8,0,0,8
6/5,614,4,1,102,23,4,2,2,138,9,14,53,20,7,54,1,4,2,164,12,3,82,194,291,2,8,4,14,1,6,0,0,7
7/5,611,3,5,55,18,4,1,0,86,9,5,55,14,9,42,5,4,2,145,10,9,189,161,369,3,3,4,10,1,0,0,0,1
8/5,751,2,5,68,105,2,2,0,184,10,18,63,25,13,82,2,5,3,221,10,5,109,210,334,2,1,0,3,2,5,1,1,9
9/5,730,1,3,88,63,2,2,0,159,6,13,96,25,10,45,1,6,5,207,7,7,150,192,356,1,4,1,6,2,-2,2,0,2
10/5,496,2,3,42,74,2,3,2,128,12,6,52,24,11,75,4,1,1,186,9,1,61,101,172,2,2,1,5,3,0,2,0,5
11/5,396,4,1,31,56,4,3,1,100,12,9,75,20,4,40,3,4,3,170,15,2,56,34,107,2,8,4,14,2,2,1,0,5
12/5,881,6,13,63,156,3,3,2,246,12,14,91,24,15,70,4,1,0,231,16,6,158,206,386,2,6,4,12,2,3,0,1,6
13/5,749,1,8,62,82,0,2,7,162,14,11,109,21,3,67,8,12,5,250,21,8,122,169,320,4,0,0,4,2,9,1,1,13
14/5,844,3,7,75,117,6,8,2,218,13,26,24,26,3,74,3,12,5,186,16,4,197,197,414,2,9,5,16,3,3,3,1,10
15/5,824,2,2,96,82,6,3,1,192,10,19,63,26,10,83,0,5,3,219,11,7,191,186,395,1,6,1,8,4,3,3,0,10
16/5,816,2,5,44,54,7,9,3,124,12,5,138,28,13,80,5,14,3,298,11,4,176,187,378,3,6,2,11,1,2,1,1,5
17/5,485,1,11,38,40,5,2,4,101,11,9,27,25,11,55,7,3,4,152,14,6,101,94,215,1,10,2,13,3,1,0,0,4
18/5,674,7,8,20,90,3,9,1,138,11,17,107,27,13,124,8,7,2,316,17,5,137,41,200,3,2,2,7,7,3,2,1,13
19/5,1179,5,9,58,190,10,1,6,279,10,14,108,28,12,101,5,14,4,296,23,6,227,324,580,2,7,6,15,6,0,3,0,9
20/5,888,4,6,70,114,3,3,4,204,20,36,44,30,11,93,2,10,6,252,16,10,158,216,400,8,10,3,21,5,5,0,1,11
21/5,1188,2,9,59,219,11,8,5,313,11,14,261,29,15,91,4,8,7,440,22,14,175,195,406,4,5,4,13,7,7,2,0,16
22/5,1001,2,6,49,85,5,11,2,160,18,23,90,30,3,132,2,3,6,307,34,10,245,215,504,5,6,2,13,6,8,3,0,17
23/5,965,7,5,75,64,9,-2,2,160,21,14,57,29,10,87,6,3,4,231,20,16,248,272,556,4,4,3,11,5,2,0,0,7
24/5,653,5,1,14,147,6,3,1,177,15,47,16,32,14,56,8,16,7,211,29,9,88,118,244,3,4,2,9,9,0,3,0,12
25/5,807,5,5,23,224,0,2,6,265,21,17,169,30,7,48,3,9,10,314,19,4,112,57,192,3,17,4,24,10,1,1,0,12
26/5,1039,8,5,71,97,12,16,6,215,17,18,110,33,7,80,9,11,13,298,22,4,256,203,485,3,6,12,21,10,8,2,0,20
27/5,1086,8,10,39,76,4,0,1,138,14,36,68,36,12,140,15,22,11,354,24,6,244,289,563,3,6,5,14,9,4,3,1,17
28/5,1156,9,15,73,159,5,0,3,264,17,39,62,34,20,98,4,12,8,294,27,15,251,268,561,7,4,5,16,9,7,5,0,21
29/5,1124,13,9,47,123,3,6,2,203,21,39,126,24,9,103,8,14,7,351,22,2,223,295,542,4,0,3,7,12,4,5,0,21
30/5,956,7,8,36,73,6,2,1,133,18,29,97,21,20,71,11,37,7,311,23,6,198,257,484,8,5,2,15,8,3,1,1,13
31/5,480,6,7,5,23,5,6,2,54,19,29,54,23,13,67,4,0,9,218,21,8,67,83,179,1,6,7,14,8,2,4,1,15
1/6,623,13,6,19,2,3,0,3,46,18,34,178,21,10,68,7,18,8,362,10,7,118,52,187,8,8,3,19,1,3,5,0,9
2/6,1262,4,9,31,115,13,4,3,179,21,35,233,21,9,58,12,18,6,413,50,11,224,327,612,9,13,2,24,6,24,4,0,34
3/6,1349,6,10,36,153,8,4,3,220,24,26,184,31,35,79,12,26,8,425,34,17,324,282,657,6,13,4,23,14,4,6,0,24
4/6,1473,10,7,45,223,14,3,5,307,25,28,208,34,24,122,10,11,6,468,39,17,317,284,657,10,7,4,21,5,9,6,0,20
5/6,1005,9,6,16,122,19,12,2,186,26,29,77,33,13,71,15,9,12,285,43,21,146,282,492,12,11,3,26,6,3,6,1,16
6/6,904,11,9,33,74,15,0,7,149,25,27,75,37,16,65,7,23,10,285,26,24,166,216,432,5,7,7,19,6,5,8,0,19
7/6,525,6,3,18,66,7,3,3,106,19,33,17,38,17,35,15,14,9,197,26,8,68,87,189,5,3,5,13,6,1,13,0,20
8/6,679,4,6,21,94,10,3,9,147,0,31,138,77,23,45,15,7,17,353,39,4,74,43,160,6,5,0,11,0,0,7,1,8
9/6,1272,12,7,44,81,10,23,6,183,39,27,189,38,27,103,11,28,18,480,33,19,147,334,533,10,10,8,28,22,7,19,0,48
10/6,1274,14,4,48,74,12,14,6,172,20,38,171,37,25,78,18,28,12,427,32,10,210,340,592,22,15,5,42,20,8,11,2,41
11/6,1239,8,14,37,103,26,6,4,198,21,38,183,38,11,102,16,9,19,437,26,22,225,283,556,5,7,2,14,18,1,14,1,34
12/6,909,9,9,29,102,3,4,4,160,20,26,125,39,40,61,18,18,22,369,24,15,54,223,316,14,14,5,33,8,5,15,3,31
13/6,892,2,7,36,45,13,5,2,110,22,30,41,37,13,90,18,19,11,281,36,8,175,213,432,18,7,2,27,11,14,17,0,42
14/6,612,3,5,27,14,15,3,2,69,21,36,32,31,10,71,25,1,14,241,32,21,80,113,246,14,6,2,22,11,3,17,3,34
